track_name,artist,album,track_id
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,086myS9r57YsLbJpU0TgK9
Mortal Man,Kendrick Lamar,To Pimp A Butterfly,1WT11QmhZutciEv1NsHt1R
Through The Wire,Kanye West,The College Dropout,4mmkhcEm1Ljy1U9nwtsxUo
To Zion (feat. Carlos Santana),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,7x6hO9VMAee9x1iWaeNkL6
Memory Lane (Sittin' in da Park),Nas,Illmatic,2W58HMaCbjcUfZnZaeHtcC
Otis,JAY-Z,Watch The Throne,14I61w6cyYUHiV2n28IYdP
Like a Tattoo,Sade,Love Deluxe,4PEGwWH4tL6H7dGl4uVSPg
Homecoming,Kanye West,Graduation,4iz9lGMjU1lXS51oPmUmTe
oui,Jeremih,Late Nights: The Album,0PJIbOdMs3bd5AT8liULMQ
No More Parties In LA,Kanye West,The Life Of Pablo,0zLClc0emc6qUeV1p5nc99
Wild Irish Roses,Smino,blkswn,6efkcs2aUBMFKxl0cl2JWQ
Free Mind,Tems,For Broken Ears,2mzM4Y0Rnx2BDZqRnhQ5Q6
In For It,Tory Lanez,In For It,6ydWxkzjDktHsTzvWcaZ1i
Velma - Sped Up,Walter The Producer,Velma (Sped Up),5Qh4zhTU8JeTmNcgCRmAqC
drive ME crazy!,Lil Yachty,Let’s Start Here.,6luBKkFUt5wTwz7hpLhp12
sdp interlude,Travis Scott,Birds In The Trap Sing McKnight,4gh0ZnHzaTMT1sDga7Ek0N
Always,Daniel Caesar,NEVER ENOUGH,2LlOeW5rVcvl3QcPNPcDus
Vince Van Gogh,Daniel Caesar,NEVER ENOUGH,0Y8F9OzVKj0kpyXqbTr4ZE
Hate Our Love (with Big Sean),Queen Naija,Hate Our Love (with Big Sean),3pEINn37iH5fx8TpXYNGIO
(They Long To Be) Close To You,Carpenters,Close To You,50q2aUjWoTn6CJIfSPRJQA
Amphetamine,Smino,blkswn,3Zau3JcrZcBfw8aVjKGkSX
Treacherous Twins,Drake,Her Loss,4Flfb4fGscN9kXPOduQLrv
Insane,Summer Walker,Still Over It,3pcxxaUxAMSfz2zgetHydD
Summer 2020,Jhené Aiko,Chilombo (Deluxe),0t2q2c43AATY4z1GI883Be
Hills,Naomi Sharon,Obsidian,68C9gWyluR2XVj9r2dppsC
"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,Alfredo,5OkYfk72CNL8XLqa3gp9q7
High For Hours,J. Cole,High For Hours,4WfjYOo0JxommRm1PyObJl
Language,Paperboy Fabe,Language,4RnvS1tmh1ERhjXX6dxv95
The Beach,GIVĒON,When It's All Said And Done... Take Time,1QRpKIlwwqXxDgQEXSvR92
Uuuu,Steve Lacy,The Lo-Fis,6M0EP76qW9TG4SNU0agu94
Shadow Man,Noname,Telefone,0EN4QjJqiAufEh6g4xPNvC
Helmet,Steve Lacy,Gemini Rights,0DmkBOGgEWMbUJlL6VwwF2
Tryna Be,GIVĒON,Give Or Take,0h1ednFFd4xK5SCO8mXNOe
Wasted,Summer Walker,CLEAR,2L3nFptzwy0jlVKSzXHjnL
Where I Go (feat. H.E.R.),NxWorries,Why Lawd?,2Un1CELOG7WHLBUd7Yvtlp
Really Love,D'Angelo And The Vanguard,Valentine's Day - R&B Love,1Il1H9oYqwQ7Mjlsaodv7K
Hold Me Down,Daniel Caesar,Freudian,4s76r7AbquJcTccqJiqdVu
Do You Like Me?,Daniel Caesar,NEVER ENOUGH,4deAN7JXhdHHifxOp0TTjU
Valentina,Daniel Caesar,NEVER ENOUGH,0b83L1ToHRiwlpmUAjiCHc
Talk To Me,Drakeo the Ruler,The Truth Hurts,3Kwdm0iLyEiRB8InsZoo6n
TWIST & TURN (feat. Drake & PARTYNEXTDOOR),Popcaan,FIXTAPE,27g5G3TW90FSm3YxclYpAs
Get It Together,Drake,More Life,7y6c07pgjZvtHI9kuMVqk1
Comfortable,H.E.R.,Comfortable,3f3cliOygeuUpGRwdohy12
Herside Story,GoldLink,At What Cost,564oa00vY05d1uYnTEAAmE
I KNOW ?,Travis Scott,UTOPIA,6wsqVwoiVH2kde4k4KKAFU
Real,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",5d8yMIlqJH78lwOUP7T3oF
Now Or Never - Bonus Track,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",4KjnaUNYPwGnJjoeTFlt91
City Girls,Chris Brown,Slime & B,1rJUbH0v2E8t1GY4OAUTeC
Ladders,Mac Miller,Swimming,39NDBdU5Xkm5pCFGa5kZtI
PEACE OF MIND,PARTYNEXTDOOR,COLOURS 2,7le6rAzpK3ghfZGOMX1uY9
Temporary,Aaron May,Summer 19',77t5GXULWQShn9wyD2mB8a
PINE,Unusual Demont,HUES.,5BoEmTtWANvxEVLRJvncIZ
I Want You Around,Snoh Aalegra,"- Ugh, those feels again",2gjidmxtA1pyj2HYrdOTG1
SKELETONS,Travis Scott,ASTROWORLD,6NMtzpDQBTOfJwMzgMX0zl
fellow freak,kaub,fellow freak,3vL4sii4zzZFvtncWMuPvE
Wrap Me Up,Jhené Aiko,Wrap Me Up,1RtVREAhqwLLN4QI6bzvQe
East Atlanta Love Letter (feat. Future),6LACK,East Atlanta Love Letter,6rJmWa5DvQ3Nby3tdcX2L0
R e s e n t m e n t,PARTYNEXTDOOR,L o s e M y M i n d,37MCLyFolCt0aMXhylup87
ONE IN A MILLION,Rex Orange County,WHO CARES?,2XkDm5m2vPowecEAAR5gmb
Transform (feat. Charlotte Day Wilson),Daniel Caesar,Freudian,1K6oXSGIexEyNnv2cS6vKr
Lost & Found,Jorja Smith,Lost & Found,6jaLFu5HvfNrI1JmcM4eXu
"Kick, Push",Lupe Fiasco,Lupe Fiasco's Food & Liquor,6nz35DNIzbtj5ztpDEcW1j
Holy (feat. Chance The Rapper),Justin Bieber,Holy,5u1n1kITHCxxp8twBcZxWy
Polar Opposites,Drake,For All The Dogs,3oZZfVvLJuDYc4Vn3A63Fw
Garden Shed (feat. Estelle),"Tyler, The Creator",Flower Boy,6ACiYjq5Q7e6BlhZEHz7cd
Diced Pineapples,Rick Ross,"God Forgives, I Don't (Deluxe Edition)",27mF2eUbhExYWiOT0y9cuc
Brenda,Isaiah Rashad,The Sun's Tirade,1YnhmaHKpNEroXiGqc3BLT
Forbidden Fruit (feat. Kendrick Lamar),J. Cole,Born Sinner (Deluxe Version),1mvDFqbbmgmMmU6U4dIq5m
Broken Clocks,SZA,Ctrl,2fXwCWkh6YG5zU1IyvQrbs
Dancing,bLAck pARty,Endless Summer,6x1jUK7H6qZVS265OCnlVw
Workin Out,JID,DiCaprio 2,46Lx5epWOQBA3J86ovnxmV
Slow Down,Mac Ayres,Drive Slow,3XstzgzP0rp3bzElEnRVHv
You're Mines Still,Yung Bleu,Love Scars: The 5 Stages Of Emotions,4gajtLMenMT5vuJRUwzftk
Grey Luh,Berhana,Berhana,1x1BKrrpq7CfOZPBeUsx16
Teach Me a Lesson,Bryson Tiller,True to Self,4KVVCo25PROevpOdHyvYRk
Circus,Summer Walker,Still Over It,2vdposMtmLoanI0pflut4F
Love Galore (Alt Version),SZA,Ctrl (Deluxe),3fcX3E9l1gVnfKeWaEzHHv
Chapter Six,Kendrick Lamar,Section.80,3DBFOXJKitLKUjlyOCX7ow
Jars of It,Steve Lacy,The Lo-Fis,06wlFUDDfck4732GJz6LvZ
No Love (with SZA),Summer Walker,Still Over It,08SB2OtZkaliju77WYEKxk
Last Call,Kanye West,The College Dropout,7iOhWWYjhhQiXzF4o4HhXN
Poetic Justice,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",2P3SLxeQHPqh8qKB6gtJY2
Some,Steve Lacy,Some,4riDfclV7kPDT9D58FpmHd
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",CHROMAKOPIA,0VaeksJaXy5R1nvcTMh3Xk
Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator",CHROMAKOPIA,4BSR9I4ExlCJdXJo2GpBD5
New Sky,SiR,Chasing Summer,1xHwJuDNzkqER4YseTBECi
SINK 2 RISE,Laila!,Gap Year!,4T5pNXPHnwaBkeHhsc5OoU
Crystal Tears,Elmiene,Crystal Tears,4z6YXURKvs98NXUlVGyevf
In The Morning,J. Cole,Cole World: The Sideline Story,4OkiWfrZKmmVoILXk8JEtl
L.A.,Brent Faiyaz,Sonder Son,3phwC9mMlIwLuTuhReiYia
Supermodel,SZA,Ctrl,5wTVNpi5WDByxBgKgUE6MU
Normal Girl,SZA,Ctrl,5fQBa4wkmq28xpSLOQ202K
RAINING IN HOUSTON,Drake,$ome $exy $ongs 4 U,2xxb5zW09uwbgyLprALi9E
MOTH BALLS,PARTYNEXTDOOR,$ome $exy $ongs 4 U,7DL2F2bueQycqYjqsjHYjG
One Of The Girls,The Weeknd,One of the Girls,54XqJ3fP3GxmUejMsKwCaK
DIE TRYING,PARTYNEXTDOOR,$ome $exy $ongs 4 U,0NUqi0ps17YpLUC3kgsZq0
Addiction,Kanye West,Late Registration,5VzeI5JM2y9t21JwrWAnkH
Forever Ever (feat. Young Thug & Reese LAFLARE),Trippie Redd,LIFE'S A TRIP,4bnq2OQUwACkp2vCEbY52g
CHEDDAR,9DAYS,CHEDDAR,4YuDzbsaF7OJbqlHVtDhLz
Sweet November,SZA,Z,7swGurTfZlwx7mTOE8PpIc
Shibuya (feat. Syd),Free Nationals,Free Nationals,6WVSnyKQGzs1fosa2I3FMQ
TOUCH ME,PARTYNEXTDOOR,PARTYMOBILE,0ynB9ywLFT4EDFO1gOz0p3
90210 (feat. Kacy Hill),Travis Scott,Rodeo,51EC3I1nQXpec4gDk0mQyP
772 Love,YNW Melly,772 Love,230wNo1dnexltKYQbsW7oD
Jukebox Joints (feat. Joe Fox & Kanye West),A$AP Rocky,AT.LONG.LAST.A$AP,2gAGWaK4wvt2xrFUlR4mK8
The Ride,Drake,Take Care (Deluxe),4xRxYWgAtL6pzRz94GlZlA
BEAUTIFUL (feat. Future & SZA),DJ Khaled,GOD DID,5kYSScXYOZYyi0fxramiW6
Planez,Jeremih,Late Nights: The Album,08zJpaUQVi9FrKv2e32Bah
No More Love Songs,Skeete,No More Love Songs,7dPxC7mt8XyB4eGasb2ZeO
Right Here,Justin Bieber,Believe (Deluxe Edition),7vjtAU3Ns1AT4dRa0voHBJ
All I Want Is You (feat. J. Cole),Miguel,All I Want Is You,5VA4Ispp52EA1sOqzMz3Av
"To Summer, From Cole - Audio Hug",Summer Walker,CLEAR 2: SOFT LIFE EP,2f86Ae3R4OKAu1lEIqouih
Who Told You (feat. Drake),J Hus,Who Told You (feat. Drake),40EXFgNMOIQRQOwJZ8mJkC
gucci slides (feat. Smino),Ambré,Pulp (Director’s Cut),1iZoBnjg3p9ugz5xZGCK5d
4 Nothin',melvitto,Summers,6oqdO9TLmLOv7dt7GIq0R4
Nobody But You,Sonder,Nobody But You,6VFKuuqSbA1GpMEosUgTwQ
Gold Roses (feat. Drake),Rick Ross,Gold Roses (feat. Drake),4aPB8rSxGFISs0o6V2LrTy
Drunk AF,PJ,They Cloned Tyrone (Music from and Inspired by the Netflix Film),4YMByiGyuFyc7nfwGKvDvA
Sweet Life,Frank Ocean,channel ORANGE,6MEDfjHxnVNcYmHe3mM6L2
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,For All The Dogs,1yeB8MUNeLo9Ek1UEpsyz6
For Free (feat. Drake),DJ Khaled,For Free (feat. Drake),4JDZl9nKIAhAhDjw753u4X
Lullaby,UMI,Lullaby,1K1b1rPjbbam1NXUPg4VrK
Novacane,Frank Ocean,Novacane,4osgfFTICMkcGbbigdsa53
You,Elle Eliades,You,73tnLQtl7FqD0MS7VEM0xi
Gold Digger,Kanye West,Late Registration,1PS1QMdUqOal0ai3Gt7sDQ
Home (feat. Zoe & Y. Machelle),bLAck pARty,Endless Summer,5C0BS5PTF0uXByN43PlBmN
She,"Tyler, The Creator",Goblin,0SA0mMXWh23raZ6xzOCU2V
Do U Wrong (feat. Syd),Leven Kali,Leven Kali: Low Tide,7qFhAfUbytgPIVz4TYb3hT
Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,Free Nationals,0cciBj4236w1xByzZvn92D
PIMPS INTERLUDE,Isaiah Falls,Drugs n' Lullabies,43JgpaEf5WrJDwwPIR8NHL
Can We Talk,Tevin Campbell,The Best of Tevin Campbell,6a5jHgwqYMk9wlYJYfs3c9
My Boo,USHER,Confessions (Expanded Edition),68vgtRHr7iZHpzGpon6Jlo
Yo (Excuse Me Miss),Chris Brown,Chris Brown (Expanded Edition),7DFnq8FYhHMCylykf6ZCxA
You Are,Charlie Wilson,Just Charlie,4cHoEtaGdRp4b0yUiQjUx5
Candy Rain,Soul For Real,Candy Rain,4j1Bk0BEIGCF9hR7cSwl9d
On Bended Knee,Boyz II Men,II,7MYmo0JJJDmu4MZTSAF9y3
Freek'n You,Jodeci,"The Show, The After Party, The Hotel",43sNw9nvGYGLYnNiwI8oMZ
Where I Wanna Be,Donell Jones,Where I Wanna Be,2uZwyxrg6VPvlVsvclIfel
No Scrubs,TLC,Fanmail,1KGi9sZVMeszgZOWivFpxs
Where My Girls At,702,702,4VSyH8AkIt3kaR5xIPFVVi
Don't Think I'm Not,Kandi,Hey Kandi...,487Dyzs7Xbbk4hIWYyYT80
So Anxious,Ginuwine,100% Ginuwine,2zbjlcLi1VQWqDNYdhyx1l
Twisted,Keith Sweat,Keith Sweat,69QIVIjPMnI1ABLBqh9P1b
All The Things (Your Man Won't Do),Joe,All That I Am,3UGNdLrhhsK0SY9gNqe8TT
I Miss You,Aaron Hall,The Truth,1TWhpLaqdToKoHHpFnCxsd
I Like the Way (The Kissing Game),Hi-Five,Hi-Five,0u16RbrSY7DWF3WAr0aaZ3
What Kind Of Man Would I Be,Mint Condition,Definition Of A Band,5qR3pYQIC10S7aD2YBjgui
Last Night,Az Yet,Az Yet,2mj1Z5bqu0UfW4o4a7UxpW
5 Steps,Dru Hill,Dru Hill,5kFtigH9OUfU1ZKaOKXPwC
Get It Together,702,No Doubt,4eDCsyIHTSu3cQZ5wDIyP7
Soon as I Get Home,Faith Evans,Faith,6SkGfPa77E4giShVbk9N6R
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,Meant To Be Mint,18sytW2s53Of6NVudQyUlH
You're Always On My Mind,SWV,It's About Time,4zAxfkmJqsaHqFu1YPMS5a
Sweet Lady,Tyrese,Tyrese,1Dx8rIZaXzZPvUQRF2j9hB
Cheers 2 U,Playa,Cheers 2 U,3LbKnvAXxKptTqoUYkMmQP
I Belong To You (Every Time I See Your Face),Rome,Rome,1nP6feYWJVpbO41aezFtm2
Anywhere,112,Room 112,0Zze3tFRSNwL6KllmYjLgZ
Baby I'm Ready,Levert,Rope A Dope Style,3efy0g1He1zJ4B94VMbbBo
At Your Best (You Are Love),Aaliyah,Age Ain't Nothing But A Number,4lRrk574qIHpoEEKC1zuam
Next Lifetime,Erykah Badu,Baduizm,6sIMSl1n3KDPr03Fw8mujd
I'm Ready,Tevin Campbell,I'm Ready,4YbTN5rhQ62tsWgfcQvm2U
Share My World,Mary J. Blige,Share My World,1HvmjWFZpe1lrEl1ehLsvr
Beauty,Dru Hill,Enter The Dru,125dAqUSmX1nOG50fBz9vb
Fortunate,Maxwell,Fortunate,2RtvkLz5tmOXlzz918It6E
"My, My, My",Johnny Gill,Johnny Gill,0Z9FRM5zukGVagh8TVSdrI
Whip Appeal - 12-inch Version,Babyface,Tender Lover,4D13ulAZI1V7PG7Zg1Ar7r
Forever My Lady,Jodeci,Forever My Lady,2pY99npaZKTVAyw2DhV9Bo
Happily Ever After,Case,Personal Conversation,21fXrzSxu2y51Yqf57QycI
If You,Silk,Tonight,5DwP705ZZWaTQ8olnVtD0b
Never Lie,Immature,Playtyme Is Over,62utntNdsx80hraXA5ha0Q
They Don't Know,Jon B.,Cool Relax,4TVTbdNZtCJEhibH231GxQ
Daddy's Home,Montell Jordan,This Is How We Do It,4b3RyDj2z82siOoYzJIPMw
Doin' Just Fine,Boyz II Men,Evolution,6BNQ2tb2wzsQ9xeDYP3L2s
Maybe I Deserve,Tank,Force of Nature,4r1SIe42FjPFE4jUPdyK1A
I Don't Want To Do Anything,Mary J. Blige,What's The 411?,7pFAycgyex95RR5uLFxDfd
I'll Always Love You,Babyface,For The Cool In You,6Cdmv5qiRtQ8dEvKrUD15x
Incomplete,Sisqo,Unleash The Dragon,3w8Mw9GHYepoTWOSdiyosj
Heartbroken,Aaliyah,One In A Million,1hBClqIpihKmKMTcIWgXEv
My First Broken Heart,Tracie Spencer,Tracie Spencer,7BCcAbxCLM1LXxgNGS6ejk
Missing You,Case,Open Letter,0CmXXEwul09Kf8X68lPA5l
Be Without You,Mary J. Blige,"Essence Music Festival, Vol. 1: Songs From Our Triumphant Return to New Orleans",72pKaqEww3zHWt5P2MBnMJ
Age Ain't Nothing But a Number,Aaliyah,Age Ain't Nothing But A Number,2hMk3VNicbCoV8I81m7Z3q
Burn,USHER,Confessions (Expanded Edition),7z3N2W7Xz1t2G2sAO8wFVH
One Wish,Ray J,Raydiation,2TFsx3B0hLSSTambrudXs3
Differences,Ginuwine,The Life,0Uyh92tLyb9JawG8lmWCzJ
Don't Leave Me,Blackstreet,The Best Of BLACKstreet - 20th Century Masters The Millennium Collection,4Lw1ePUkkLEG9kIVhpslO0
The Boy Is Mine,Brandy,Never Say Never,6sHsXIJoEN5JpdkGMQDJxt
Dangerously In Love,Beyoncé,Dangerously In Love,0KFuXEdOp5QfIfxHR6TJSm
Let Me Love You,Mario,Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff
Love Never Felt So Good,Michael Jackson,XSCAPE,48td6xvpokdYwvbl3JIiXP
Loving You,Michael Jackson,XSCAPE,4T1JlEsHdrxGxBltSFe5yA
If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,3XVBdLihbNbxUwZosxcGuJ
Poison,Bell Biv DeVoe,Poison,6m59VvDUi0UQsB2eZ9wVbH
Passport Bros (with J. Cole),Bas,Passport Bros (with J. Cole),3Owi7BjAeziHBYS0gLvHTQ
Stressed Out,Babyface,Face 2 Face,4ES2gMcCQshE8EWU0FY8vW
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,It Ain't Safe No More. . .,0YImOCkIJ2PWhCXaURCZnY
Big Poppa - 2007 Remaster,The Notorious B.I.G.,Greatest Hits,63BcfK6YAzJYeISaTPr6IO
Doomsday,MF DOOM,Doomsday EP,6k7oi8uzQ2sAVh1JvFQTj6
heart pt. 6,Kendrick Lamar,GNX,1SGvjfc85yzqKXsfKcCxn2
Use Your Heart - Interlude,SWV,New Beginning,3e2Bo9TD1mtlqysEJa7Mep
Bad Meaning Good,Beatchild,Soul Movement Vol. 1,2B4lfCzwqLX8hnYqLS7kOi
Song Cry,JAY-Z,The Blueprint,19ELgyBdMcEjGcbFHcY1ba
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),4INDiWSKvqSKDEu7mh8HFz
The Zoo,R. Kelly,Double Up,3vGMDE9yfX0oI7PVCbuL0C
21 Questions,50 Cent,Get Rich Or Die Tryin',41bIQPBE1lFN0mmw6Lmssz
Just Friends (Sunny),Musiq Soulchild,Aijuswanaseing,5jgEJXjECdlhzNgfITSTVm
Are You That Somebody,Aaliyah,Are You That Somebody,1sSuFkO3m3Cr6YN24NYol5
Still Dreaming,Nas,Hip Hop Is Dead (Expanded Edition),72nLaDnt2dfxCA3ZAiEC2c
Player's Prayer,Lloyd,Street Love,2rAuR0YXkWfg1lWI1g0n5j
Weak,SWV,It's About Time,71EHOyEOhNx1SzTebRRyng
Cry For You,Jodeci,Diary Of A Mad Band,3RNvMhYFEwpCgPnDGKR5MB
'Til You Do Me Right,After 7,Reflections,3kGMziz884MLV1oCwrarmN
I Wish You Loved Me,Tynisha Keli,The Chronicles Of TK [Japanese Edition],2KsOotB3cHPTO4dB07dlJp
Selfish,Slum Village,Detroit Deli (A Taste Of Detroit),7sZCAHP2duHwr5M5K7lHsb
We're Not Making Love No More,The Hit Co.,"Sensational Soul Songs, Vol. 2",7bjk4aoMqNequuVsDQTlZV
Excuse Me Miss,JAY-Z,The Blueprint 2: The Gift & The Curse,0ZHu7jkSSrT0eK4OxuG4O5
Loose Change (feat. Earl Sweatshirt),The Alchemist,Loose Change (feat. Earl Sweatshirt),1lSyZ2SjkS9iJyQmUnUbuc
You,Lloyd,Street Love,5Y77SQxEr1eiofPeUTPHxM
It Seems Like You're Ready,R. Kelly,12 Play,1bX3phMuQSmIbPyj9qaIzO
Step In the Name of Love - Remix,R. Kelly,Chocolate Factory,7lrAsaTw9CTh5uSr0fvHOd
Call Out My Name,The Weeknd,"My Dear Melancholy,",09mEdoA6zrmBPgTEN5qXmN
PERSIAN RUGS,PARTYNEXTDOOR,PARTYPACK,2SWbnWSe1onmbllRAU46uo
honda civic '98,Chase Shakur,It'll Be Fine,1ztPf79mbGpktO7TjB7tWW
PRBLMS,6LACK,FREE 6LACK,4AtZRwSR8BOTTQg5ihSggt
THINGS U DO,MXXWLL,SHEEESH,0LSl6HOZ2PA7myBafc0q01
Feels Like,Nao,For All We Know,5ThIEmdSSlQarAm4QLev5j
Outside Freestyle,RAAHiiM,BUT IF iiM HONEST,6TKOariWgppe0f6JcXMMCo
Hrs & Hrs,Muni Long,Public Displays Of Affection: The Album,3ncmoWTwJgx63LwMTyBCXf
All to You,Sabrina Claudio,All to You,55FD4r3EgXRMKP79hDbt5y
Stand Still,Sabrina Claudio,About Time,66H06L8hktjhduwRDWntDT
Everything Is Yours,Kehlani,SweetSexySavage (Deluxe),0wrEpbtamvQTLIjDFkVQSl
XO / The Host,The Weeknd,Echoes Of Silence (Original),0Hs5enNuaAXmJssAybWbOw
You,Jacquees,4275 (Bonus Version),01jIO8SJFnpSiNLH1JaBZ5
Hold On,The Internet,Hive Mind,5tqZJUHEuqdN12RZVq2l9p
Sativa,Jhené Aiko,Trip,2pg2TiYo9Rb8KeB5JjP7jS
Thursday,The Weeknd,Thursday (Original),0l1p13Fbujayv894H0hfpS
Focus,H.E.R.,H.E.R.,3tZs3nVjySLbL320lP4mvs
over and over,sky,over and over,6Pqh3dZEH6wKRfRPAo0PNG
Frozen,Sabrina Claudio,About Time,21oJ1K99GBJrE2GVQGVjA0
Lights On,H.E.R.,H.E.R.,01ZqsXtHhRtO2Z2JrvkG1w
Afterglow,Flores,Afterglow - Single,5lUp6n9vv3aDkvamXVBuak
all over u,Rowena Fysx,don't text me back,7LZ3gGKfJIjf1jNWkzU637
Soul On Fire,TheARTI$t,Soul On Fire,6xEkgmEvZMwkyPNTjeVKL3
Have your babies,Pip Millett,Tell Jimmy I'm fine,11pUhRUIkMIeSTVktv6ddL
To The Moon,Blxst,I'll Always Come Find You,6dfCnnBrqYANJSU3tpG5pI
Shadow Dance,The Internet,Feel Good,69yzAclRgnXMGbyVIMdxXk
Cherish (furs),Puma Blue,In Praise Of Shadows,21M5nMK9Jz4QOa301kiqFt
Trust Issues,Drake,Care Package,4Wjhj0WjkyECccfHVIgaTq
Teyana - Lost Tapes 2013,Tory Lanez,Teyana (Lost Tapes 2013),1hAln1dqmyAOs12pwQxZrd
Girls Need Love (with Drake) - Remix,Summer Walker,Last Day Of Summer,14SaZBTjxlorHJQxXh01Hu
Playing Games,Summer Walker,Over It,4hWgC5BV5M7EtTleKVXNxw
Royalty,Jeremih,Late Nights: The Album,6IGkh6YoSHhgfI8qzlTZ98
Girl (feat. KAYTRANADA),The Internet,Ego Death,3PFaFVWq5wucLu6s4baj9D
It Don't Mean a Thing (If It Ain't Got That Swing),Louis Armstrong,The Great Reunion,4M5Mnz9ORqaMMUAgKtv3bI
Billie's Bounce - Original,Charlie Parker,"Charlie Parker Memorial, Vol. 2",35hrtW3WmLUVn32cOjFa6f
Giant Steps - 2020 Remaster,John Coltrane,Giant Steps (60th Anniversary Super Deluxe Edition) [2020 Remaster],1ZXu0ib26kWfQQngREMcU2
Blue in Green,Miles Davis,Kind of Blue,6eDwvuj5HgrswLPGyCMtsY
Fables of Faubus,Charles Mingus,Mingus Ah Um,5RWzKLxXVzkJQ702yWfp1w
St. James Infirmary,Louis Armstrong,Ain't Gonna Give Nobody None of My Jelly Roll,2grJqfp57daaD88VbrqXan
Take Five,The Dave Brubeck Quartet,Time Out,1YQWosTIljIvxAgHWTp7KP
God Bless The Child,Billie Holiday,The Lady Sings,2xtC6kb6H26qVX4ZdncS7f
"Straight, No Chaser",Thelonious Monk,"Straight, No Chaser",6YYu8qFzcY1ZyzzsJIQM12
St. Thomas,Sonny Rollins,Now's The Time!,5bUNvFQYiAqJWZ4cQ9MlSZ
Autumn Leaves,Cannonball Adderley,Somethin' Else (Rudy Van Gelder Edition),0X5DcGkbxCXSadgj01ZXd7
All the Things You Are,Paul Desmond,Two Of A Mind,5pFtpo6JemD4c08m8uEwk2
A Night In Tunisia,Dizzy Gillespie,Birks Works: The Verve Big-Band Sessions,5fxJzPPvuvdhHypgme9cVX
Prelude to a Kiss,Duke Ellington,Ellington Indigos (Expanded Edition),6iae60XLrvUIELZ2Ynymsd
Minnie the Moocher,Cab Calloway,Presenting Cab Calloway,1ReJO3y8gDHlr4T0fbAMgl
Fly Me To The Moon,Frank Sinatra,A Man And His Music,1PVTvvxpSkyJWemW1CwVVk
Body and Soul,Coleman Hawkins,Body & Soul,2xm9ihELo6xwrRKrBbPql9
The Girl From Ipanema,Stan Getz,Getz/Gilberto (Expanded Edition),7znjbX9XdoQayIrVNdd50Z
Better Git It in Your Soul,Charles Mingus,Mingus Ah Um,16nJl8NnriCJxraco5Zssm
In the Mood,Glenn Miller,Greatest Hits,6dZKWYSx5YBIme4SfpIHJ0
Mood Indigo,Duke Ellington,Masterpieces By Ellington (Uncut Concert Arrangements),06ZRWjFN3GQeMjCR8KCJ3a
Days Of Wine And Roses,Wes Montgomery,Pretty Blue [2-fer],4fRzYHQgupApAZg4zCYQvD
A Kiss To Build A Dream On,Louis Armstrong,"Hello, Dolly! (Remastered)",6GtJqo0vr7DqWOHQtp77cV
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,Kind Of Blue (Legacy Edition),4vLYewWIvqHfKtJDk8c8tq
Blue Train - Remastered 2003/Rudy Van Gelder Edition,John Coltrane,Blue Train (Expanded Edition),6ZgaUtMlUzUf7SqbUUnfbu
Tenor Madness - Rudy Van Gelder Remastered 2006 / Shared ISRC,Sonny Rollins Quartet,Tenor Madness,7f4svguucdFTOv6gOjOvhO
Blue Monk,Thelonious Monk,The Complete Prestige 10-Inch LP Collection,2ul1uIgptw43J3BkpA2g69
Scrapple From The Apple,Charlie Parker,The Complete Savoy & Dial Master Takes,7ABLEsURi7u3TbL7t0wQ5m
Stompin At The Savoy,Benny Goodman,B. G. In Hi Fi,1xUJ1mdLAysxNBtO9w3J2g
I'll Be Seeing You,Billie Holiday,Billie Holiday,4smkJW6uzoHxGReZqqwHS5
Bernie's Tune,Gerry Mulligan,Greatest Hits Series--Gerry Mulligan,77OohCPzZkATQ3dVkGKLko
Song For My Father,Horace Silver,Song For My Father,1CDBaGlisZlOJzvx88lL8A
Blue Rondo à la Turk,Dave Brubeck,Dave Brubeck's Greatest Hits,3cYHFvUYDVY9loQQ0LalJc
"John McLaughlin (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)",Miles Davis,Bitches Brew,2bGs2tuqoThglpGFBWmXoz
"Mercy, Mercy, Mercy",Cannonball Adderley,The Best Of Capitol Years,7aBKUvEYylCA24Cn8vepJj
